# Cryptococcus neoformans H99 gene information
# Downloaded from FungiDB 59, 2022-09-05
GeneID	ProductDescription	GeneName	CuratedGOComponents	CuratedGOFunctions	CuratedGOProcesses
CNAG_01847	hypothetical protein	NA	NA	NA	NA
CNAG_01848	hypothetical protein	NA	NA	NA	NA
CNAG_01849	hypothetical protein	NA	NA	NA	NA
CNAG_01850	Two-component-like sensor kinase	TCO1	NA	NA	cellular response to dithiothreitol;cellular response to hydrogen peroxide;mating;melanin biosynthetic process;response to drug;response to fungicide;response to hypoxia
CNAG_01851	hypothetical protein	NA	NA	NA	NA
CNAG_01852	CCR4-NOT transcription complex subunit 2	NA	NA	NA	NA
CNAG_01853	splicing factor 3B subunit 5	NA	NA	NA	NA
CNAG_01854	heparinase II/III family protein	NA	NA	NA	NA
CNAG_01855	hypothetical protein	NA	NA	NA	response to cadmium ion
CNAG_01856	hypothetical protein	NA	NA	NA	NA
CNAG_01857	hypothetical protein	NA	NA	NA	NA
CNAG_01858	hypothetical protein	HOB2	NA	NA	response to tert-butyl hydroperoxide
CNAG_01859	hypothetical protein	NA	NA	NA	NA
CNAG_01860	ornithine cyclodeaminase	NA	NA	NA	NA
CNAG_01861	26S proteasome non-ATPase regulatory subunit 10	NA	NA	NA	NA
CNAG_01862	hexose transporter	NA	NA	NA	NA
CNAG_01863	ATP-dependent helicase STH1/SNF2	SNF2	NA	NA	NA
CNAG_01864	hypothetical protein	NDX5	NA	NA	positive regulation of capsule organization
CNAG_01865	hypothetical protein	NA	NA	NA	NA
CNAG_01866	hypothetical protein	NA	NA	NA	NA
CNAG_01867	mitochondrial division protein 1	NA	NA	NA	NA
CNAG_01868	protein KTI12	NA	NA	NA	NA
CNAG_01869	hypothetical protein	NA	NA	NA	NA
CNAG_01870	electron transfer flavoprotein beta subunit	NA	NA	NA	NA
CNAG_01871	prolactin regulatory element-binding protein	NA	NA	NA	NA
CNAG_01872	Copper transport protein CTR2, putative	CTR2	NA	NA	NA
CNAG_01873	hypothetical protein	NA	NA	NA	NA
CNAG_01874	Glutathione S-transferase	NA	NA	NA	NA
CNAG_01875	wd-repeat protein	NA	NA	NA	NA
CNAG_01876	TBC1 domain family member 5	NA	NA	NA	NA
CNAG_01877	GMP synthase [glutamine-hydrolyzing]	GUA1	NA	NA	cellular response to antibiotic;cellular response to dithiothreitol;cellular response to heat;cellular response to hydrogen peroxide;cellular response to menadione;cellular response to non-ionic osmotic stress;cellular response to oxidative stress;cellular response to salt stress;cellular response t
CNAG_01878	myo-inositol 2-dehydrogenase	NA	NA	NA	NA
CNAG_01879	cathepsin A (carboxypeptidase C)	NA	NA	NA	NA
CNAG_01880	hypothetical protein	NA	NA	NA	NA
CNAG_01881	molecular chaperone GrpE	NA	NA	NA	NA
CNAG_01882	histone-lysine N-methyltransferase, H3 lysine-79 specific	NA	NA	NA	NA
CNAG_01883	hypothetical protein	GAT8	NA	NA	mating;response to salt stress;response to tert-butyl hydroperoxide
CNAG_01884	large subunit ribosomal protein L3	NA	NA	NA	NA
CNAG_01885	DNA polymerase sigma subunit	CID14	NA	NA	NA
CNAG_01886	hypothetical protein	NA	NA	NA	NA
CNAG_01889	Glutathione S-transferase	NA	NA	NA	NA
CNAG_01890	5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase	MET6	extracellular vesicle	NA	capsule organization;response to cyclosporin A;response to drug;response to tacrolimus
CNAG_01891	RAD57 protein	NA	NA	NA	NA
CNAG_01892	hypothetical protein	NA	NA	NA	NA
CNAG_01893	glutathione S-transferase Gst3	NA	NA	NA	NA
CNAG_01894	aspartate-tRNA ligase	NA	NA	NA	NA
CNAG_01895	hypothetical protein	NA	NA	NA	NA
CNAG_01896	alcohol dehydrogenase (NADP)	NA	NA	NA	NA
CNAG_01897	bromodomain-containing factor 1	BDF1	NA	NA	NA
CNAG_01898	protein MAK11	NA	NA	NA	NA
CNAG_01899	prefoldin alpha subunit	NA	NA	NA	NA
CNAG_01900	hypothetical protein	NDX1	NA	NA	cellular response to cadmium ion;cellular response to sodium dodecyl sulfate
CNAG_01901	hypothetical protein	NDX2	NA	NA	NA
CNAG_01902	general transcriptional repressor	NA	NA	NA	NA
CNAG_01903	hypothetical protein	NA	NA	NA	NA
CNAG_01904	vacuolar amino acid transporter 5	NA	NA	NA	NA
CNAG_01905	serine/threonine protein kinase	KSP1	NA	NA	cellular response to diamide;cellular response to dithiothreitol;cellular response to heat;cellular response to salt stress;cellular response to sodium dodecyl sulfate;negative regulation of capsule organization;negative regulation of melanin biosynthetic process
CNAG_01906	mitochondrial distribution and morphology protein 12	NA	NA	NA	NA
CNAG_01907	PLK/PLK1 protein kinase	NA	NA	NA	NA
CNAG_01908	uroporphyrinogen-III synthase	HEM4	NA	NA	NA
CNAG_01909	signal transducer	NA	NA	NA	NA
CNAG_01910	hypothetical protein	NA	NA	NA	NA
CNAG_01911	exocyst complex component	SEC6	NA	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	fungal-type cell wall organization;vesicle localization
CNAG_01912	NAD synthetase	NA	NA	NA	NA
CNAG_01913	hypothetical protein	NA	NA	NA	NA
CNAG_01914	mitochondrial protein	NA	NA	NA	NA
CNAG_01915	ribonucleoside-diphosphate reductase subunit M2	NA	NA	NA	NA
CNAG_01916	DNA mismatch repair protein msh6	NA	NA	NA	NA
CNAG_01917	ribonuclease P protein subunit POP4	NA	NA	NA	NA
CNAG_01918	cytoskeletal regulatory protein binding protein	NA	NA	NA	NA
CNAG_01919	hypothetical protein	NA	NA	NA	NA
CNAG_01920	Polyubiquitin	UBI4	NA	NA	NA
CNAG_01921	hypothetical protein	NA	NA	NA	NA
CNAG_01922	alternative cyclin Pho80	NA	NA	NA	NA
CNAG_01923	ATPase GET3	NA	NA	NA	NA
CNAG_01924	hypothetical protein	NA	NA	NA	NA
CNAG_01925	hypothetical protein	NA	NA	NA	NA
CNAG_01926	peroxisome targeting signal receptor	PEX5	NA	NA	NA
CNAG_01927	hypothetical protein	NA	NA	NA	NA
CNAG_01928	Xaa-Pro aminopeptidase	NA	NA	NA	NA
CNAG_01929	hypothetical protein	NA	NA	NA	NA
CNAG_01930	endopeptidase	NA	NA	NA	NA
CNAG_01931	hypothetical protein	NA	NA	NA	NA
CNAG_01933	hypothetical protein	NA	NA	NA	NA
CNAG_01934	hypothetical protein	NA	NA	NA	NA
CNAG_01936	Sugar transporter	NA	NA	NA	NA
CNAG_01937	hypothetical protein, variant	NA	NA	NA	NA
CNAG_01938	CAMK/CAMKL/KIN1 protein kinase	KIN1	NA	NA	cellular response to antibiotic;filamentous growth;negative regulation of melanin biosynthetic process;positive regulation of capsule organization;positive regulation of urease activity
CNAG_01939	hypothetical protein	NA	NA	NA	NA
CNAG_01940	alpha-amylase, variant	NA	NA	NA	NA
CNAG_01941	glucan synthesis regulatory protein	NA	NA	NA	NA
CNAG_01942	hypothetical protein	NA	NA	NA	NA
CNAG_01943	hypothetical protein	NA	NA	NA	NA
CNAG_01944	hypothetical protein	NA	NA	NA	NA
CNAG_01945	hypothetical protein	NA	NA	NA	NA
CNAG_01946	allantoate permease	NA	NA	NA	NA
CNAG_01947	2,4-dienoyl-CoA reductase	NA	NA	NA	NA
CNAG_01948	nuclear protein	FZC36	NA	NA	mating;negative regulation of capsule organization
CNAG_01949	chlorophyll synthesis pathway protein BchC	NA	NA	NA	NA
CNAG_01950	hypothetical protein	NA	NA	NA	NA
CNAG_01951	small subunit ribosomal protein S22-A	NA	NA	NA	NA
CNAG_01952	aryl-alcohol dehydrogenase	NA	NA	NA	NA
CNAG_01953	hypothetical protein	NA	NA	NA	NA
CNAG_01954	aldo-keto reductase	NA	NA	NA	NA
CNAG_01955	Alcohol dehydrogenase	NA	NA	NA	NA
CNAG_01956	hypothetical protein	NA	NA	NA	NA
CNAG_01957	20S proteasome subunit beta 7	NA	NA	NA	NA
CNAG_01958	HET-C2 protein	NA	NA	NA	NA
CNAG_01959	condensin complex subunit 1	NA	NA	NA	NA
CNAG_01960	efflux protein EncT	NA	NA	NA	NA
CNAG_01961	MSP domain-containing protein	NA	NA	NA	NA
CNAG_01962	ubiquinone biosynthesis protein COQ4, mitochondrial	NA	NA	NA	NA
CNAG_01963	CMP/dCMP deaminase zinc-binding protein	NA	NA	NA	NA
CNAG_01964	OPT family small oligopeptide transporter	OPT1	NA	NA	NA
CNAG_01965	hypothetical protein	NA	NA	NA	NA
CNAG_01968	hypothetical protein	NA	NA	NA	NA
CNAG_01969	zinc metalloprotease	NA	NA	NA	NA
CNAG_01970	hypothetical protein	NA	NA	NA	NA
CNAG_01971	hypothetical protein	NA	NA	NA	NA
CNAG_01972	C2H2 zinc finger protein Zas1A, variant	TAF10	NA	NA	NA
CNAG_01973	C2H2 zinc finger protein Zas1A	ZFC2	NA	NA	cellular response to menadione;response to diamide;response to tert-butyl hydroperoxide;response to tunicamycin
CNAG_01974	large subunit ribosomal protein L36	NA	NA	NA	NA
CNAG_01975	helicase	NA	NA	NA	NA
CNAG_01976	large subunit ribosomal protein L23	NA	NA	NA	NA
CNAG_01977	hypothetical protein	NA	NA	NA	NA
CNAG_01978	Ras processing enzyme 1, putative	RCE1	NA	NA	NA
CNAG_01979	transcription initiation factor TFIID subunit 10	NA	NA	NA	NA
CNAG_01980	hypothetical protein	NA	NA	NA	NA
CNAG_01981	sulfide:quinone oxidoreductase	NA	NA	NA	NA
CNAG_01982	hypothetical protein	NA	NA	NA	NA
CNAG_01983	Protein required for cytokinesis and virulence 1	RCV1	nucleus	NA	cytokinesis;positive regulation of capsule organization
CNAG_01984	transaldolase	TAL1	NA	NA	NA
CNAG_01985	hypothetical protein	NA	NA	NA	NA
CNAG_01986	hypothetical protein	NA	NA	NA	NA
CNAG_01987	carbohydrate binding protein	NA	NA	NA	NA
CNAG_01988	bacteriophytochrome histidine kinase, variant	PHY1	NA	NA	NA
CNAG_01989	hypothetical protein	NA	NA	NA	NA
CNAG_01990	small subunit ribosomal protein S5	NA	NA	NA	NA
CNAG_01991	cytochrome c oxidase subunit 4	NA	NA	NA	NA
CNAG_01992	hypothetical protein	NA	NA	NA	NA
CNAG_01993	hypothetical protein	NA	NA	NA	NA
CNAG_01994	hypothetical protein	NA	NA	NA	NA
CNAG_01995	hypothetical protein	NA	NA	NA	NA
CNAG_01996	hypothetical protein, variant	NA	NA	NA	NA
CNAG_01997	prephenate dehydrogenase (NADP)	NA	NA	NA	NA
CNAG_01999	hypothetical protein	NA	NA	NA	NA
CNAG_02000	Short-chain dehydrogenase	NA	NA	NA	NA
CNAG_02001	inositol-polyphosphate 5-phosphatase	INP5203	NA	NA	NA
CNAG_02002	hypothetical protein	NA	NA	NA	NA
CNAG_02004	OTU domain-containing protein 6B	NA	NA	NA	NA
CNAG_02005	hypothetical protein	NA	NA	NA	NA
CNAG_02006	protein N-terminal amidase	NA	NA	NA	NA
CNAG_02007	adenylate kinase 1	ADK1	NA	NA	cellular response to cadmium ion;cellular response to diamide;cellular response to sodium dodecyl sulfate;cellular response to tunicamycin;positive regulation of melanin biosynthetic process;positive regulation of urease activity
CNAG_02008	nuclear protein	OVA1	NA	NA	capsule organization
CNAG_02009	extensin	NA	NA	NA	NA
CNAG_02010	tartrate transporter, variant	NA	NA	NA	NA
CNAG_02011	PQQ enzyme repeat protein	NA	NA	NA	NA
CNAG_02012	TPR repeat-containing protein	NA	NA	NA	NA
CNAG_02013	hypothetical protein, variant	NA	NA	NA	NA
CNAG_02016	hypothetical protein	NA	NA	NA	NA
CNAG_02017	hypothetical protein	NA	NA	NA	NA
CNAG_02018	hypothetical protein	NA	NA	NA	NA
CNAG_02020	SWR1-complex protein 4	NA	NA	NA	NA
CNAG_02021	N-terminal acetyltransferase A complex catalytic subunit ard1	NA	NA	NA	NA
CNAG_02022	DNA-directed RNA polymerase II subunit RPB3	NA	NA	NA	NA
CNAG_02023	hypothetical protein, variant	NA	NA	NA	NA
CNAG_02024	hypothetical protein	NA	NA	NA	NA
CNAG_02025	DNA-directed RNA polymerase III subunit RPC3	NA	NA	NA	NA
CNAG_02026	hypothetical protein	NA	NA	NA	NA
CNAG_02027	hypothetical protein	NA	NA	NA	NA
CNAG_02028	CMGC/SRPK protein kinase	NA	NA	NA	NA
CNAG_02029	wiskott-Aldrich syndrome protein	WSP1	NA	NA	capsule organization;cellular response to brefeldin A;cellular response to iron ion starvation;cellular response to osmotic stress;cellular response to salt stress;endocytic hemoglobin import into cell;melanin biosynthetic process
CNAG_02030	glyoxal oxidase	NA	extracellular region	NA	NA
CNAG_02031	hypothetical protein	NA	NA	NA	NA
CNAG_02032	nuclear export factor	NA	NA	NA	NA
CNAG_02033	hypothetical protein	NA	NA	NA	NA
CNAG_02034	hypothetical protein	BUR6	NA	NA	NA
CNAG_02035	triose-phosphate isomerase	NA	NA	NA	NA
CNAG_02036	putative sugar transporter	CAS4	NA	NA	NA
CNAG_02037	large subunit ribosomal protein L22	NA	NA	NA	NA
CNAG_02038	hypothetical protein	NA	NA	NA	NA
CNAG_02039	integral membrane protein, variant	NA	NA	NA	NA
CNAG_02040	hypothetical protein	NA	NA	NA	NA
CNAG_02041	hypothetical protein	NA	NA	NA	NA
CNAG_02043	hypothetical protein, variant	NA	NA	NA	NA
CNAG_02044	hypothetical protein	NA	NA	NA	NA
CNAG_02045	acetoacetate-CoA ligase	NA	NA	NA	NA
CNAG_02046	poly(A)-binding protein binding protein	PBP1	NA	NA	NA
CNAG_02047	hypothetical protein	NA	NA	NA	NA
CNAG_02048	Proline dehydrogenase	PUT5	NA	NA	carbon utilization;nitrogen utilization
CNAG_02049	Proline dehydrogenase	PUT1	NA	NA	NA
CNAG_02050	Putative MFS multidrug transporter	QDR1	NA	NA	NA
CNAG_02051	kinesin family member 20/23	NA	NA	NA	NA
CNAG_02052	dimeric dihydrodiol dehydrogenase	NA	NA	NA	NA
CNAG_02053	hypothetical protein	NA	NA	NA	NA
CNAG_02054	hypothetical protein	NA	NA	NA	NA
CNAG_02055	hypothetical protein	NA	NA	NA	NA
CNAG_02056	hypothetical protein	NA	NA	NA	NA
CNAG_02057	urease accessory protein	URE6	NA	urease activity	nitrogen utilization
CNAG_02058	hypothetical protein	NA	NA	NA	NA
CNAG_02059	CCR4-Not complex subunit Caf16	NA	NA	NA	NA
CNAG_02060	hypothetical protein	NA	extracellular region	NA	NA
CNAG_02061	hypothetical protein	NA	NA	NA	NA
CNAG_02062	glycoside hydrolase family 2	NA	NA	NA	NA
CNAG_02063	hypothetical protein	NA	NA	NA	NA
CNAG_02064	TATA-box-binding protein-associated factor	NA	NA	NA	NA
CNAG_02065	hypothetical protein	NA	NA	NA	NA
CNAG_02066	hypothetical protein	FZC13	NA	NA	response to diamide;response to hydrogen peroxide;response to salt stress
CNAG_02067	vacuolar protein	NA	NA	NA	NA
CNAG_02068	stromal membrane-associated protein	NA	NA	NA	NA
CNAG_02069	hypothetical protein	NA	NA	NA	NA
CNAG_02070	hypothetical protein	NA	NA	NA	NA
CNAG_02071	putative scaffold protein	BNI4	NA	NA	NA
CNAG_02072	hypothetical protein	NA	NA	NA	NA
CNAG_02073	DNA mismatch repair protein MLH1	NA	NA	NA	NA
CNAG_02074	mitochondrial processing peptidase	NA	NA	NA	NA
CNAG_02075	hypothetical protein	NA	NA	NA	NA
CNAG_02076	leukotriene A-4 hydrolase/aminopeptidase	NA	NA	NA	NA
CNAG_02077	elongator complex protein 5	NA	NA	NA	NA
CNAG_02078	hydrolase	NA	NA	NA	NA
CNAG_02079	cytoplasmic protein	NA	NA	NA	NA
CNAG_02080	hypothetical protein	NA	NA	NA	NA
CNAG_02081	mannosyl-oligosaccharide alpha-1,2-mannosidase	NA	NA	NA	NA
CNAG_02082	DASH complex subunit DAD1	NA	NA	NA	NA
CNAG_02083	siderochrome-iron transporter	SIT2	NA	NA	NA
CNAG_02084	farnesyl diphosphate synthase	ERG20	NA	NA	NA
CNAG_02085	histone deacetylase	HST302	NA	NA	NA
CNAG_02086	Acyl-CoA-dependent ceramide synthase	NA	NA	NA	NA
CNAG_02087	Acyl-CoA-dependent ceramide synthase	NA	NA	NA	NA
CNAG_02088	hypothetical protein	NA	NA	NA	NA
CNAG_02089	hypothetical protein	NA	NA	NA	cellular response to dithiothreitol;cellular response to heat
CNAG_02090	guanine nucleotide-binding protein G(o) subunit alpha	GPA3	NA	NA	NA
CNAG_02091	Nucleosome assembly protein 1	NAP1	cytosol	protein binding	capsule organization;cellular response to alkaline pH;cellular response to salt stress;protein localization to nucleus
CNAG_02092	protein EFR3	NA	NA	NA	NA
CNAG_02093	hypothetical protein	NA	NA	NA	NA
CNAG_02094	ARP2/3 complex 34 kDa subunit	NA	NA	NA	NA
CNAG_02095	cyclin	NA	NA	NA	NA
CNAG_02096	peroxin-16	NA	NA	NA	NA
CNAG_02097	hypothetical protein	NA	NA	NA	NA
CNAG_02099	fatty acid synthase subunit beta, fungi type	FAS1	NA	NA	NA
CNAG_02100	fatty acid synthase subunit alpha, fungi type	FAS2	extracellular vesicle	NA	NA
CNAG_02101	hypothetical protein	NA	NA	NA	NA
CNAG_02102	hypothetical protein	NA	NA	NA	NA
CNAG_02103	hypothetical protein, variant	NA	NA	NA	NA
CNAG_02104	phosphatidylinositol transfer protein SFH5	SFH5	NA	NA	NA
CNAG_02105	methylated-DNA-protein-cysteine methyltransferase	NA	NA	NA	NA
CNAG_02106	mitochondrial intermembrane space import and assembly protein 40	NA	NA	NA	NA
CNAG_02107	hypothetical protein	NA	NA	NA	NA
CNAG_02108	GTPase activating protein	NA	NA	NA	hyphal growth
CNAG_02109	type I inositol-1,4,5-trisphosphate 5- phosphatase 1	INP5201	NA	NA	cellular response to antibiotic;cellular response to cadmium ion;cellular response to diamide;cellular response to dithiothreitol;cellular response to heat;cellular response to hydrogen peroxide;cellular response to hydroxyurea;cellular response to menadione;cellular response to methyl methanesulfon
CNAG_02110	peptide alpha-N-acetyltransferase	NA	NA	NA	NA
CNAG_02111	protein Clp1	NA	NA	NA	NA
CNAG_02112	ubiquitin-conjugating enzyme E2 W	NA	NA	NA	NA
CNAG_02113	clathrin assembly protein	NA	NA	NA	NA
CNAG_02114	hypothetical protein	NA	NA	NA	NA
CNAG_02115	Non-histone chromosomal protein 6, putative	NHP6B02	NA	NA	melanin biosynthetic process
CNAG_02116	arf/Sar family protein	NA	NA	NA	NA
CNAG_02117	NAD-binding Rossmann fold oxidoreductase	NA	NA	NA	NA
CNAG_02118	hypothetical protein	NA	NA	NA	NA
CNAG_02119	hypothetical protein	NA	NA	NA	NA
CNAG_02120	TIGR01456 family HAD hydrolase	NA	NA	NA	NA
CNAG_02121	hypothetical protein	NA	NA	NA	NA
CNAG_02122	cytoplasmic tRNA 2-thiolation protein 1	NA	NA	NA	NA
CNAG_02123	methionyl-tRNA formyltransferase	NA	NA	NA	NA
CNAG_02124	hypothetical protein	NA	NA	NA	NA
CNAG_02125	hypothetical protein, variant	NA	NA	NA	cellular response to heat
CNAG_02126	hypothetical protein	NA	NA	NA	NA
CNAG_02127	cyclin-dependent protein kinase regulator	NA	NA	NA	NA
CNAG_02128	translation initiation factor 3 subunit J	NA	NA	NA	NA
CNAG_02129	hypothetical protein	NA	NA	NA	NA
CNAG_02130	RNA-binding protein 39	NSR1	NA	NA	NA
CNAG_02131	iron-sulfur cluster assembly protein	ISA1	NA	NA	NA
CNAG_02132	hypothetical protein	NA	NA	NA	NA
CNAG_02133	6-phosphogluconolactonase	SOL3	NA	NA	NA
CNAG_02134	rsc chromatin remodeling complex subunit	RSC8	NA	NA	NA
CNAG_02135	protein transporter SEC20	NA	NA	NA	NA
CNAG_02136	small subunit ribosomal protein S6	NA	NA	NA	NA
CNAG_02137	hypothetical protein	NA	NA	NA	NA
CNAG_02138	DNA replication ATP-dependent helicase dna2	NA	NA	NA	NA
CNAG_02139	oxysterol-binding protein	NA	NA	NA	NA
CNAG_02140	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 12	NA	NA	NA	NA
CNAG_02141	hypothetical protein	NA	NA	NA	NA
CNAG_02143	hypothetical protein	NA	NA	NA	NA
CNAG_02144	large subunit ribosomal protein L1-A	NA	extracellular vesicle	NA	NA
CNAG_02145	hypothetical protein	NA	NA	NA	NA
CNAG_02146	hypothetical protein	NA	NA	NA	NA
CNAG_02147	cytochrome c peroxidase	NA	NA	NA	NA
CNAG_02148	ubiquitin-conjugating enzyme E2 35, variant	NA	NA	NA	NA
CNAG_02149	hypothetical protein	NA	NA	NA	NA
CNAG_02150	mRNA methyltransferase	NA	NA	NA	NA
CNAG_02151	amidohydrolase	NA	NA	NA	NA
CNAG_02152	hypothetical protein	NA	NA	NA	NA
CNAG_02153	glucose repression regulatory protein TUP1	TUP1	NA	NA	capsule organization;melanin biosynthetic process
CNAG_02154	anaphase-promoting complex subunit 6	NA	NA	NA	NA
CNAG_02155	hypothetical protein	NA	NA	NA	NA
CNAG_02156	hypothetical protein	NA	NA	NA	cellular response to heat
CNAG_02157	hypothetical protein	NA	NA	NA	NA
CNAG_02159	hypothetical protein	NA	NA	NA	NA
CNAG_02160	hypothetical protein, variant	NA	NA	NA	NA
CNAG_02161	Inositol heptakisphosphate kinase	ASP1	NA	inositol heptakisphosphate kinase activity	inositol phosphate biosynthetic process
CNAG_02162	U3 small nucleolar RNA-associated protein 24	NA	NA	NA	NA
CNAG_02163	hypothetical protein	NA	NA	protein binding	NA
CNAG_02164	hypothetical protein	NA	NA	NA	NA
CNAG_02165	cytoplasmic protein	NA	NA	NA	NA
CNAG_02166	DNA-directed RNA polymerase II subunit RPB1	NA	NA	NA	NA
CNAG_02167	vacuolar protein sorting-associated protein 27	NA	NA	NA	NA
CNAG_02168	Glucoamylase	NA	NA	NA	NA
CNAG_02169	hypothetical protein	NA	NA	NA	NA
CNAG_02170	hypothetical protein	NA	NA	NA	NA
CNAG_02171	DNA polymerase eta subunit	NA	NA	NA	NA
CNAG_02172	ubiquitin-protein ligase	NA	NA	NA	NA
CNAG_02173	transporter particle component	NA	NA	NA	NA
CNAG_02174	signal recognition particle protein SRP54, variant 1	NA	NA	NA	NA
CNAG_02175	5'-3' exoribonuclease 1	NA	NA	NA	NA
CNAG_02176	hypothetical protein	NA	NA	NA	NA
CNAG_02177	serine/threonine-protein phosphatase PP2A catalytic subunit	PPH22	NA	NA	NA
CNAG_02178	hypothetical protein	NA	NA	NA	NA
CNAG_02179	Hemolysin	NA	NA	NA	NA
CNAG_02180	phosphate transporter	NA	NA	NA	NA
CNAG_02181	dihydrokaempferol 4-reductase	NA	NA	NA	NA
CNAG_02182	D-lactaldehyde dehydrogenase	GRE2	NA	NA	NA
CNAG_02183	anaphase-promoting complex subunit 1	NA	NA	NA	NA
CNAG_02184	hypothetical protein	NA	NA	NA	NA
CNAG_02185	nuclear protein	NA	NA	NA	NA
CNAG_02186	myosin regulatory light chain	NA	NA	NA	NA
CNAG_02187	terbinafine resistance locus protein	NA	NA	NA	NA
CNAG_02188	hypothetical protein	NA	NA	NA	NA
CNAG_02189	Alpha-amylase	NA	extracellular region	NA	NA
CNAG_02190	hypothetical protein	NA	NA	NA	NA
CNAG_02191	hypothetical protein	NA	NA	NA	NA
CNAG_02192	hypothetical protein	NA	NA	NA	NA
CNAG_02193	kinetochore protein Spc25, fungi type	NA	NA	NA	NA
CNAG_02194	AGC/NDR protein kinase	NA	NA	NA	NA
CNAG_02195	origin recognition complex subunit 1	NA	NA	NA	NA
CNAG_02196	septin	CDC11	NA	NA	NA
CNAG_02197	hypothetical protein	NA	NA	NA	NA
CNAG_02198	mitochondrial inner membrane protease ATP23	NA	NA	NA	NA
CNAG_02199	hypothetical protein	NA	NA	NA	NA
CNAG_02200	hypothetical protein	NA	NA	NA	NA
CNAG_02201	hypothetical protein	NA	NA	NA	NA
CNAG_02202	Adenylylsulfate kinase	NA	NA	NA	NA
CNAG_02203	karyopherin/importin that interacts with the nuclear pore complex	NA	NA	NA	NA
CNAG_02204	endonuclease G, mitochondrial	NA	NA	NA	NA
CNAG_02205	pH-response regulator protein palC, variant	NA	NA	NA	NA
CNAG_02206	hypothetical protein	NA	NA	NA	NA
CNAG_02207	hypothetical protein	NA	NA	NA	NA
CNAG_02208	ribonucleoside-diphosphate reductase large subunit	NA	NA	NA	NA
CNAG_02209	nucleolar protein 56	NOP56	NA	NA	NA
CNAG_02210	ribonuclease Z	NA	NA	NA	NA
CNAG_02211	hypothetical protein	NA	NA	NA	NA
CNAG_02212	translation initiation factor 3 subunit A	NA	NA	NA	NA
CNAG_02213	epsin	NA	NA	NA	NA
CNAG_02214	ubiquitin-conjugating enzyme E2 J1	UBC6-2	NA	NA	NA
CNAG_02215	transcriptional activator, variant	HAP3	NA	NA	capsule organization;carbon utilization;melanin biosynthetic process
CNAG_02216	hypothetical protein	NA	NA	NA	NA
